year,sex,address,agegp,death,pop
77,1,38,Y50_54,0,13062.5
77,1,38,Y55_59,2,13015
77,1,38,Y60_64,2,10510.5
77,1,38,Y65_69,2,7131
77,1,38,Y70_74,4,4863
77,1,38,Y75_79,4,3019
77,1,38,Y80_84,2,1248.5
77,1,38,Y85ABO,0,423.5
77,1,39,Y00_04,0,34261.5
77,1,39,Y05_09,0,35637.5
77,1,39,Y10_14,0,35897
77,1,39,Y15_19,0,38854.5
77,1,39,Y20_24,0,45849
77,1,39,Y25_29,0,40156.5
77,1,39,Y30_34,0,29778.5
77,1,39,Y35_39,2,25244
77,1,39,Y40_44,1,18346.5
77,1,39,Y45_49,1,21156
77,1,39,Y50_54,5,20017
77,1,39,Y55_59,3,18455.5
77,1,39,Y60_64,4,14207
77,1,39,Y65_69,3,10062.5
77,1,39,Y70_74,0,7197.5
77,1,39,Y75_79,2,4418.5
77,1,39,Y80_84,0,1887
77,1,39,Y85ABO,0,661.5
77,1,40,Y00_04,0,23984
77,1,40,Y05_09,0,23413
77,1,40,Y10_14,0,23043.5
77,1,40,Y15_19,0,27259
77,1,40,Y20_24,0,34540.5
77,1,40,Y25_29,0,32282.5
77,1,40,Y30_34,0,22880
77,1,40,Y35_39,0,17841
77,1,40,Y40_44,0,11731.5
77,1,40,Y45_49,0,14467
77,1,40,Y50_54,1,15045
77,1,40,Y55_59,0,14761.5
77,1,40,Y60_64,7,11606.5
77,1,40,Y65_69,2,8254.5
77,1,40,Y70_74,1,5506.5
77,1,40,Y75_79,3,3654
77,1,40,Y80_84,0,1479.5
77,1,40,Y85ABO,0,581
77,1,41,Y00_04,0,42627.5
77,1,41,Y05_09,0,48011
77,1,41,Y10_14,0,45163.5
77,1,41,Y15_19,0,45928
77,1,41,Y20_24,0,55425
77,1,41,Y25_29,0,57053.5
77,1,41,Y30_34,1,45162.5
77,1,41,Y35_39,1,35492
77,1,41,Y40_44,0,21837.5
77,1,41,Y45_49,3,23755
77,1,41,Y50_54,4,24903.5
77,1,41,Y55_59,2,25984
77,1,41,Y60_64,4,21777.5
77,1,41,Y65_69,6,15720.5
77,1,41,Y70_74,1,9575.5
77,1,41,Y75_79,3,6423
77,1,41,Y80_84,0,2623
77,1,41,Y85ABO,0,1152.5
77,1,42,Y00_04,0,45147.5
77,1,42,Y05_09,0,55421
77,1,42,Y10_14,0,55284.5
77,1,42,Y15_19,0,55973.5
77,1,42,Y20_24,1,58075.5
77,1,42,Y25_29,0,55289.5
77,1,42,Y30_34,2,48951
77,1,42,Y35_39,2,41357.5
77,1,42,Y40_44,0,25718.5
77,1,42,Y45_49,2,25504.5
77,1,42,Y50_54,2,22756.5
77,1,42,Y55_59,4,25793
77,1,42,Y60_64,2,22975.5
77,1,42,Y65_69,1,15417.5
77,1,42,Y70_74,0,8942.5
77,1,42,Y75_79,4,5114
77,1,42,Y80_84,0,1834
77,1,42,Y85ABO,0,691.5
77,1,43,Y00_04,0,36499
77,1,43,Y05_09,0,42431
77,1,43,Y10_14,0,42394.5
77,1,43,Y15_19,1,44797.5
77,1,43,Y20_24,0,51066
77,1,43,Y25_29,0,47573
77,1,43,Y30_34,0,38552.5
77,1,43,Y35_39,1,32153.5
77,1,43,Y40_44,0,20949
77,1,43,Y45_49,0,22559
77,1,43,Y50_54,1,21245.5
77,1,43,Y55_59,3,21470
77,1,43,Y60_64,8,18284
77,1,43,Y65_69,7,13484
77,1,43,Y70_74,5,9125
77,1,43,Y75_79,2,5071.5
77,1,43,Y80_84,1,1775.5
77,1,43,Y85ABO,0,558
77,1,44,Y00_04,0,3667
77,1,44,Y05_09,0,4368.5
77,1,44,Y10_14,0,4941
77,1,44,Y15_19,0,5588
77,1,44,Y20_24,0,6408.5
77,1,44,Y25_29,0,5065.5
77,1,44,Y30_34,0,3677.5
77,1,44,Y35_39,0,2843.5
77,1,44,Y40_44,0,1914
77,1,44,Y45_49,0,2026.5
77,1,44,Y50_54,0,2436
77,1,44,Y55_59,1,2845
77,1,44,Y60_64,0,2438
77,1,44,Y65_69,0,1649
77,1,44,Y70_74,0,897
77,1,44,Y75_79,0,600.5
77,1,44,Y80_84,0,282
77,1,44,Y85ABO,0,136.5
77,1,45,Y00_04,0,13507.5
77,1,45,Y05_09,0,16585
77,1,45,Y10_14,0,17037
77,1,45,Y15_19,0,18432
77,1,45,Y20_24,0,20047.5
77,1,45,Y25_29,0,18165.5
77,1,45,Y30_34,0,15345
77,1,45,Y35_39,0,12056.5
77,1,45,Y40_44,1,8091.5
77,1,45,Y45_49,0,8245.5
77,1,45,Y50_54,1,7649
77,1,45,Y55_59,1,9696
77,1,45,Y60_64,2,10585.5
77,1,45,Y65_69,1,7659.5
77,1,45,Y70_74,1,4832.5
77,1,45,Y75_79,1,2585
77,1,45,Y80_84,0,1067
77,1,45,Y85ABO,0,435.5
77,1,46,Y00_04,0,10039
77,1,46,Y05_09,0,11789.5
77,1,46,Y10_14,0,12588
77,1,46,Y15_19,0,14932
77,1,46,Y20_24,0,17070.5
77,1,46,Y25_29,0,14347.5
77,1,46,Y30_34,0,11178
77,1,46,Y35_39,0,8340
77,1,46,Y40_44,1,5767.5
77,1,46,Y45_49,1,6013
77,1,46,Y50_54,0,5830.5
77,1,46,Y55_59,2,6877
77,1,46,Y60_64,0,7798
77,1,46,Y65_69,3,5763
77,1,46,Y70_74,1,3922.5
77,1,46,Y75_79,0,2119
77,1,46,Y80_84,0,703.5
77,1,46,Y85ABO,0,265
78,1,01,Y00_04,0,103189.5
78,1,01,Y05_09,0,127065.5
78,1,01,Y10_14,0,124945.5
78,1,01,Y15_19,0,114144.5
78,1,01,Y20_24,0,115655
78,1,01,Y25_29,2,129696
78,1,01,Y30_34,6,135593.5
78,1,01,Y35_39,1,122910.5
78,1,01,Y40_44,4,79296.5
78,1,01,Y45_49,0,64199
78,1,01,Y50_54,4,52069.5
78,1,01,Y55_59,6,52663.5
78,1,01,Y60_64,7,53426
78,1,01,Y65_69,9,40769.5
78,1,01,Y70_74,17,25406.5
78,1,01,Y75_79,13,14364.5
78,1,01,Y80_84,3,5728
78,1,01,Y85ABO,4,2582.5
78,1,02,Y00_04,0,53091
78,1,02,Y05_09,0,72198.5
78,1,02,Y10_14,0,75438.5
78,1,02,Y15_19,0,66215
78,1,02,Y20_24,0,62758.5
78,1,02,Y25_29,0,64016
78,1,02,Y30_34,0,65852
78,1,02,Y35_39,0,62011.5
78,1,02,Y40_44,1,38968.5
78,1,02,Y45_49,1,32833.5
78,1,02,Y50_54,4,25921
78,1,02,Y55_59,5,25292
78,1,02,Y60_64,2,24803
78,1,02,Y65_69,2,16066
78,1,02,Y70_74,1,8500
78,1,02,Y75_79,1,4502.5
78,1,02,Y80_84,1,1601
78,1,02,Y85ABO,1,596
78,1,11,Y00_04,0,13267.5
78,1,11,Y05_09,0,16090.5
78,1,11,Y10_14,0,16726
78,1,11,Y15_19,0,17130
78,1,11,Y20_24,0,18154.5
78,1,11,Y25_29,0,18639
78,1,11,Y30_34,0,16811
78,1,11,Y35_39,0,13804
78,1,11,Y40_44,0,7930.5
78,1,11,Y45_49,1,7994.5
78,1,11,Y50_54,0,7130
78,1,11,Y55_59,1,7671.5
78,1,11,Y60_64,5,8150
78,1,11,Y65_69,3,5920.5
78,1,11,Y70_74,2,3483.5
78,1,11,Y75_79,0,1994.5
78,1,11,Y80_84,1,692
78,1,11,Y85ABO,0,259.5
78,1,12,Y00_04,0,13645.5
78,1,12,Y05_09,0,16751.5
78,1,12,Y10_14,0,15716
78,1,12,Y15_19,0,14701.5
78,1,12,Y20_24,0,15009
78,1,12,Y25_29,1,15482.5
78,1,12,Y30_34,0,14323.5
78,1,12,Y35_39,0,12347
78,1,12,Y40_44,0,7440
78,1,12,Y45_49,1,6775.5
78,1,12,Y50_54,0,5703.5
78,1,12,Y55_59,1,6328.5
78,1,12,Y60_64,4,7470
78,1,12,Y65_69,1,6342
78,1,12,Y70_74,0,3461
78,1,12,Y75_79,2,1854
78,1,12,Y80_84,0,711
78,1,12,Y85ABO,0,289
78,1,17,Y00_04,0,30213
78,1,17,Y05_09,0,41470
78,1,17,Y10_14,0,39915.5
78,1,17,Y15_19,0,32708
78,1,17,Y20_24,0,32592.5
78,1,17,Y25_29,0,34687.5
78,1,17,Y30_34,0,34837.5
78,1,17,Y35_39,1,31715
78,1,17,Y40_44,0,19096.5
78,1,17,Y45_49,1,16255
78,1,17,Y50_54,1,13275.5
78,1,17,Y55_59,1,13636
78,1,17,Y60_64,3,14083.5
78,1,17,Y65_69,3,9448
78,1,17,Y70_74,2,5277.5
78,1,17,Y75_79,4,2838
78,1,17,Y80_84,0,1059.5
78,1,17,Y85ABO,1,400.5
78,1,21,Y00_04,0,27413.5
78,1,21,Y05_09,0,35838.5
78,1,21,Y10_14,0,35862
78,1,21,Y15_19,0,30331.5
78,1,21,Y20_24,0,30877
78,1,21,Y25_29,1,32767
78,1,21,Y30_34,2,32871
78,1,21,Y35_39,1,28834
78,1,21,Y40_44,1,17442
78,1,21,Y45_49,3,15382
78,1,21,Y50_54,1,12867.5
78,1,21,Y55_59,1,12369.5
78,1,21,Y60_64,2,11618.5
78,1,21,Y65_69,4,8575.5
78,1,21,Y70_74,3,5212.5
78,1,21,Y75_79,5,3132
78,1,21,Y80_84,1,1204.5
78,1,21,Y85ABO,0,502
78,1,22,Y00_04,0,9286.5
78,1,22,Y05_09,0,12841
78,1,22,Y10_14,0,13638
78,1,22,Y15_19,0,12079.5
78,1,22,Y20_24,0,13010
78,1,22,Y25_29,0,12718
78,1,22,Y30_34,0,11168.5
78,1,22,Y35_39,0,9731
78,1,22,Y40_44,0,6377.5
78,1,22,Y45_49,1,6028.5
78,1,22,Y50_54,0,5536.5
78,1,22,Y55_59,1,5655
78,1,22,Y60_64,0,5004
78,1,22,Y65_69,2,3572
78,1,22,Y70_74,2,2126.5
78,1,22,Y75_79,1,1244.5
78,1,22,Y80_84,1,507
78,1,22,Y85ABO,0,176
78,1,31,Y00_04,0,132395.5
78,1,31,Y05_09,0,166436
78,1,31,Y10_14,0,154541
78,1,31,Y15_19,0,134036.5
78,1,31,Y20_24,0,129856
78,1,31,Y25_29,1,143735
78,1,31,Y30_34,3,150533
78,1,31,Y35_39,2,129001
78,1,31,Y40_44,1,75623
78,1,31,Y45_49,5,63390.5
78,1,31,Y50_54,3,49838.5
78,1,31,Y55_59,4,50791.5
78,1,31,Y60_64,10,49323
78,1,31,Y65_69,12,34852
78,1,31,Y70_74,19,20936.5
78,1,31,Y75_79,12,11368.5
78,1,31,Y80_84,3,4696.5
78,1,31,Y85ABO,2,1885.5
78,1,32,Y00_04,0,57679.5
78,1,32,Y05_09,0,73422
78,1,32,Y10_14,0,69482.5
78,1,32,Y15_19,0,63581.5
78,1,32,Y20_24,0,63647.5
78,1,32,Y25_29,1,62528.5
78,1,32,Y30_34,1,59187.5
78,1,32,Y35_39,1,49234
78,1,32,Y40_44,1,28962
78,1,32,Y45_49,2,25278.5
78,1,32,Y50_54,2,21670.5
78,1,32,Y55_59,0,30602.5
78,1,32,Y60_64,5,34650.5
78,1,32,Y65_69,8,20438.5
78,1,32,Y70_74,9,12061.5
78,1,32,Y75_79,5,6796
78,1,32,Y80_84,2,2531
78,1,32,Y85ABO,2,1057.5
78,1,33,Y00_04,0,16825.5
78,1,33,Y05_09,0,17820.5
78,1,33,Y10_14,0,17300.5
78,1,33,Y15_19,0,17795.5
78,1,33,Y20_24,0,20146.5
78,1,33,Y25_29,0,20422
78,1,33,Y30_34,0,16219
78,1,33,Y35_39,0,12370.5
78,1,33,Y40_44,0,7999.5
78,1,33,Y45_49,1,8743.5
78,1,33,Y50_54,1,8694.5
78,1,33,Y55_59,0,8940.5
78,1,33,Y60_64,1,8558
78,1,33,Y65_69,0,5616.5
78,1,33,Y70_74,3,3658.5
78,1,33,Y75_79,3,2320
78,1,33,Y80_84,2,1161.5
78,1,33,Y85ABO,1,587.5
78,1,34,Y00_04,0,18591.5
78,1,34,Y05_09,0,21039.5
78,1,34,Y10_14,0,21320.5
78,1,34,Y15_19,0,22146
78,1,34,Y20_24,0,24938
78,1,34,Y25_29,0,23617
78,1,34,Y30_34,0,18503.5
78,1,34,Y35_39,0,14942
78,1,34,Y40_44,0,9532.5
78,1,34,Y45_49,2,11183
78,1,34,Y50_54,2,11095.5
78,1,34,Y55_59,2,10790.5
78,1,34,Y60_64,3,9836.5
78,1,34,Y65_69,3,6720.5
78,1,34,Y70_74,3,4305.5
78,1,34,Y75_79,4,2709.5
78,1,34,Y80_84,1,1099.5
78,1,34,Y85ABO,1,375
78,1,35,Y00_04,0,24367
78,1,35,Y05_09,0,26258.5
78,1,35,Y10_14,0,25110
78,1,35,Y15_19,0,26608
78,1,35,Y20_24,0,29705.5
78,1,35,Y25_29,1,30042.5
78,1,35,Y30_34,0,23373.5
78,1,35,Y35_39,0,18166
78,1,35,Y40_44,0,11988
78,1,35,Y45_49,0,13263
78,1,35,Y50_54,1,13311
78,1,35,Y55_59,1,12862.5
78,1,35,Y60_64,1,11305.5
78,1,35,Y65_69,0,7825.5
78,1,35,Y70_74,2,5323.5
78,1,35,Y75_79,4,3540
78,1,35,Y80_84,0,1662.5
78,1,35,Y85ABO,1,800
78,1,36,Y00_04,0,56411
78,1,36,Y05_09,0,69707.5
78,1,36,Y10_14,0,65727
78,1,36,Y15_19,0,57574.5
78,1,36,Y20_24,0,58175.5
78,1,36,Y25_29,0,58812.5
78,1,36,Y30_34,1,56018.5
78,1,36,Y35_39,1,48088
78,1,36,Y40_44,0,29426.5
78,1,36,Y45_49,4,26536
78,1,36,Y50_54,0,23575
78,1,36,Y55_59,7,24834.5
78,1,36,Y60_64,2,24019.5
78,1,36,Y65_69,9,14875
78,1,36,Y70_74,6,8495.5
78,1,36,Y75_79,3,5009.5
78,1,36,Y80_84,3,2071.5
78,1,36,Y85ABO,1,785.5
78,1,37,Y00_04,0,57390.5
78,1,37,Y05_09,0,65852.5
78,1,37,Y10_14,0,64525
78,1,37,Y15_19,0,58494
78,1,37,Y20_24,0,62410.5
78,1,37,Y25_29,0,61627
78,1,37,Y30_34,4,52914.5
78,1,37,Y35_39,3,43926
78,1,37,Y40_44,0,28685
78,1,37,Y45_49,3,29667.5
78,1,37,Y50_54,7,28595
78,1,37,Y55_59,3,26436
78,1,37,Y60_64,2,21727.5
78,1,37,Y65_69,2,14797
78,1,37,Y70_74,7,9998
78,1,37,Y75_79,3,6638.5
78,1,37,Y80_84,1,2755
78,1,37,Y85ABO,3,1067.5
78,1,38,Y00_04,0,23527.5
78,1,38,Y05_09,0,25577
78,1,38,Y10_14,0,24426.5
78,1,38,Y15_19,0,25135.5
78,1,38,Y20_24,0,28920.5
78,1,38,Y25_29,0,28877
78,1,38,Y30_34,0,23246
78,1,38,Y35_39,0,18994
78,1,38,Y40_44,1,12618.5
78,1,38,Y45_49,0,13382.5
78,1,38,Y50_54,3,13175
78,1,38,Y55_59,2,12866.5
78,1,38,Y60_64,4,11003
78,1,38,Y65_69,4,7509
78,1,38,Y70_74,2,4923.5
78,1,38,Y75_79,0,3230.5
78,1,38,Y80_84,1,1364.5
78,1,38,Y85ABO,0,464
78,1,39,Y00_04,0,32193.5
78,1,39,Y05_09,0,34070
78,1,39,Y10_14,0,35958
78,1,39,Y15_19,0,36863.5
78,1,39,Y20_24,1,44236
78,1,39,Y25_29,1,39963.5
78,1,39,Y30_34,1,30162
78,1,39,Y35_39,0,25825.5
78,1,39,Y40_44,0,18843.5
78,1,39,Y45_49,1,20473.5
78,1,39,Y50_54,2,20276.5
78,1,39,Y55_59,5,18604
78,1,39,Y60_64,2,15017.5
78,1,39,Y65_69,7,10295
78,1,39,Y70_74,0,7229
78,1,39,Y75_79,5,4668.5
78,1,39,Y80_84,1,1953.5
78,1,39,Y85ABO,0,721
78,1,40,Y00_04,0,22885.5
78,1,40,Y05_09,0,22629.5
78,1,40,Y10_14,0,22996
78,1,40,Y15_19,0,25878.5
78,1,40,Y20_24,0,33107
78,1,40,Y25_29,0,32355
78,1,40,Y30_34,1,23679
78,1,40,Y35_39,0,18552.5
78,1,40,Y40_44,1,12270
78,1,40,Y45_49,0,13903.5
78,1,40,Y50_54,0,14950.5
78,1,40,Y55_59,2,14874
78,1,40,Y60_64,3,12305.5
78,1,40,Y65_69,1,8611.5
78,1,40,Y70_74,5,5644.5
78,1,40,Y75_79,5,3803
78,1,40,Y80_84,0,1594
78,1,40,Y85ABO,0,611.5
78,1,41,Y00_04,0,41375
78,1,41,Y05_09,0,46768
78,1,41,Y10_14,0,46640.5
78,1,41,Y15_19,0,44667
78,1,41,Y20_24,0,53343.5
78,1,41,Y25_29,0,56705.5
78,1,41,Y30_34,2,46649.5
78,1,41,Y35_39,1,37470.5
78,1,41,Y40_44,1,23159
78,1,41,Y45_49,2,23606
78,1,41,Y50_54,1,24554.5
78,1,41,Y55_59,2,25652.5
78,1,41,Y60_64,9,22860.5
78,1,41,Y65_69,6,16254
78,1,41,Y70_74,4,9758.5
78,1,41,Y75_79,2,6784
78,1,41,Y80_84,4,2814.5
78,1,41,Y85ABO,1,1189.5
78,1,42,Y00_04,0,44210.5
78,1,42,Y05_09,0,53401.5
78,1,42,Y10_14,1,55946.5
78,1,42,Y15_19,0,55304
78,1,42,Y20_24,0,57834.5
78,1,42,Y25_29,0,56379
78,1,42,Y30_34,0,50087.5
78,1,42,Y35_39,0,43574.5
78,1,42,Y40_44,0,27466
78,1,42,Y45_49,0,25969
78,1,42,Y50_54,0,23041.5
78,1,42,Y55_59,4,24723
78,1,42,Y60_64,8,23994
78,1,42,Y65_69,5,16313
78,1,42,Y70_74,1,9334
78,1,42,Y75_79,2,5483
78,1,42,Y80_84,0,1977.5
78,1,42,Y85ABO,0,732
78,1,43,Y00_04,0,35379.5
78,1,43,Y05_09,0,40776
78,1,43,Y10_14,0,42995
78,1,43,Y15_19,0,43099.5
78,1,43,Y20_24,0,49601
78,1,43,Y25_29,0,47837
78,1,43,Y30_34,0,39065.5
78,1,43,Y35_39,1,33453.5
78,1,43,Y40_44,0,21995
78,1,43,Y45_49,0,22175.5
78,1,43,Y50_54,1,21359
78,1,43,Y55_59,2,20857.5
78,1,43,Y60_64,1,19049
78,1,43,Y65_69,6,13825
78,1,43,Y70_74,4,9117.5
78,1,43,Y75_79,3,5425.5
78,1,43,Y80_84,3,1914
78,1,43,Y85ABO,0,588.5
78,1,44,Y00_04,0,3380.5
78,1,44,Y05_09,0,4110
78,1,44,Y10_14,0,4768
78,1,44,Y15_19,0,5323
78,1,44,Y20_24,0,6239
78,1,44,Y25_29,0,5105
78,1,44,Y30_34,0,3904
78,1,44,Y35_39,2,3013
78,1,44,Y40_44,0,2006.5
78,1,44,Y45_49,0,1984.5
78,1,44,Y50_54,0,2348
78,1,44,Y55_59,1,2731
78,1,44,Y60_64,1,2526.5
78,1,44,Y65_69,1,1754.5
78,1,44,Y70_74,0,929.5
78,1,44,Y75_79,1,640
78,1,44,Y80_84,0,309
78,1,44,Y85ABO,0,134.5
78,1,45,Y00_04,0,12919.5
78,1,45,Y05_09,0,16000
78,1,45,Y10_14,0,16909.5
78,1,45,Y15_19,1,17838.5
78,1,45,Y20_24,0,19615
78,1,45,Y25_29,0,18034
78,1,45,Y30_34,1,15493.5
78,1,45,Y35_39,0,12725.5
78,1,45,Y40_44,1,8363.5
78,1,45,Y45_49,0,8284
78,1,45,Y50_54,0,7560
78,1,45,Y55_59,2,8920.5
78,1,45,Y60_64,4,10543.5
78,1,45,Y65_69,3,7777
78,1,45,Y70_74,2,4824.5
78,1,45,Y75_79,1,2744
78,1,45,Y80_84,0,1104
78,1,45,Y85ABO,0,453.5
78,1,46,Y00_04,0,9563
78,1,46,Y05_09,0,11201
78,1,46,Y10_14,0,12286
78,1,46,Y15_19,0,14277.5
78,1,46,Y20_24,0,16370.5
78,1,46,Y25_29,1,14272
78,1,46,Y30_34,1,11073
78,1,46,Y35_39,0,8515.5
78,1,46,Y40_44,0,5843.5
78,1,46,Y45_49,1,5877
78,1,46,Y50_54,0,5718
78,1,46,Y55_59,0,6319
78,1,46,Y60_64,1,7605
78,1,46,Y65_69,1,5890
78,1,46,Y70_74,0,3905.5
78,1,46,Y75_79,0,2351
78,1,46,Y80_84,0,747.5
78,1,46,Y85ABO,0,274
79,1,01,Y00_04,0,101383
79,1,01,Y05_09,0,122806
79,1,01,Y10_14,0,126316.5
79,1,01,Y15_19,0,111265.5
79,1,01,Y20_24,1,113685
79,1,01,Y25_29,1,127743.5
79,1,01,Y30_34,4,135634
79,1,01,Y35_39,3,127984
79,1,01,Y40_44,5,87958
79,1,01,Y45_49,2,64218.5
79,1,01,Y50_54,2,53217.5
79,1,01,Y55_59,6,50091.5
79,1,01,Y60_64,10,53180.5
79,1,01,Y65_69,23,42659.5
79,1,01,Y70_74,26,26733
79,1,01,Y75_79,18,15854
79,1,01,Y80_84,7,6240.5
79,1,01,Y85ABO,3,2884.5
79,1,02,Y00_04,0,52687.5
79,1,02,Y05_09,0,68996.5
79,1,02,Y10_14,0,76465.5
79,1,02,Y15_19,0,65827
79,1,02,Y20_24,0,63427
79,1,02,Y25_29,0,64030.5
79,1,02,Y30_34,1,65376.5
79,1,02,Y35_39,2,63915
79,1,02,Y40_44,0,43135.5
79,1,02,Y45_49,0,32980.5
79,1,02,Y50_54,5,26705
79,1,02,Y55_59,0,24369
79,1,02,Y60_64,6,25176
79,1,02,Y65_69,3,17287
79,1,02,Y70_74,2,9086.5
79,1,02,Y75_79,4,4828.5
79,1,02,Y80_84,3,1723.5
79,1,02,Y85ABO,0,618
79,1,11,Y00_04,0,13373
79,1,11,Y05_09,0,15555
79,1,11,Y10_14,0,16876
79,1,11,Y15_19,0,16639.5
79,1,11,Y20_24,0,17887
79,1,11,Y25_29,0,18485
79,1,11,Y30_34,1,17111.5
79,1,11,Y35_39,1,14552
79,1,11,Y40_44,0,9014
79,1,11,Y45_49,0,7533.5
79,1,11,Y50_54,1,7308
79,1,11,Y55_59,0,7293
79,1,11,Y60_64,3,8070.5
79,1,11,Y65_69,3,6320
79,1,11,Y70_74,0,3609
79,1,11,Y75_79,3,2152
79,1,11,Y80_84,2,748
79,1,11,Y85ABO,3,289
79,1,12,Y00_04,0,13990
79,1,12,Y05_09,0,16263
79,1,12,Y10_14,0,16241
79,1,12,Y15_19,0,14685.5
79,1,12,Y20_24,0,14902
79,1,12,Y25_29,0,15637.5
79,1,12,Y30_34,0,14694.5
79,1,12,Y35_39,0,13140
79,1,12,Y40_44,0,8270
79,1,12,Y45_49,0,6680.5
79,1,12,Y50_54,0,5833
79,1,12,Y55_59,2,5860.5
79,1,12,Y60_64,1,7311
79,1,12,Y65_69,2,6537
79,1,12,Y70_74,2,3647.5
79,1,12,Y75_79,0,1992.5
79,1,12,Y80_84,2,740
79,1,12,Y85ABO,0,297
79,1,17,Y00_04,0,30506
79,1,17,Y05_09,0,40984.5
79,1,17,Y10_14,0,41629.5
79,1,17,Y15_19,0,32844.5
79,1,17,Y20_24,1,32945
79,1,17,Y25_29,0,35206
79,1,17,Y30_34,0,35238.5
79,1,17,Y35_39,0,33120.5
79,1,17,Y40_44,1,21261.5
79,1,17,Y45_49,0,16129.5
79,1,17,Y50_54,0,13704.5
79,1,17,Y55_59,1,12935.5
79,1,17,Y60_64,2,14286
79,1,17,Y65_69,2,10251
79,1,17,Y70_74,1,5667
79,1,17,Y75_79,3,3044.5
79,1,17,Y80_84,2,1184.5
79,1,17,Y85ABO,0,441
79,1,21,Y00_04,0,27073.5
79,1,21,Y05_09,0,34869.5
79,1,21,Y10_14,0,36927
79,1,21,Y15_19,0,30140.5
79,1,21,Y20_24,0,30661.5
79,1,21,Y25_29,0,32555
79,1,21,Y30_34,0,33214.5
79,1,21,Y35_39,1,30137
79,1,21,Y40_44,1,19359.5
79,1,21,Y45_49,0,15181
79,1,21,Y50_54,0,13134
79,1,21,Y55_59,3,11999
79,1,21,Y60_64,4,11763
79,1,21,Y65_69,3,8906
79,1,21,Y70_74,3,5489.5
79,1,21,Y75_79,2,3239.5
79,1,21,Y80_84,2,1264.5
79,1,21,Y85ABO,2,527.5
79,1,22,Y00_04,0,9077.5
79,1,22,Y05_09,0,12476
79,1,22,Y10_14,0,13907
79,1,22,Y15_19,0,11865
79,1,22,Y20_24,0,12697
79,1,22,Y25_29,1,12657
79,1,22,Y30_34,0,11223
79,1,22,Y35_39,0,10137
79,1,22,Y40_44,0,6940.5
79,1,22,Y45_49,0,5838.5
79,1,22,Y50_54,0,5533
79,1,22,Y55_59,0,5529.5
79,1,22,Y60_64,1,5068.5
79,1,22,Y65_69,1,3735
79,1,22,Y70_74,0,2237
79,1,22,Y75_79,2,1281.5
79,1,22,Y80_84,0,538.5
79,1,22,Y85ABO,0,193
79,1,31,Y00_04,0,133369
79,1,31,Y05_09,0,163733.5
79,1,31,Y10_14,0,160910.5
79,1,31,Y15_19,0,135890.5
79,1,31,Y20_24,2,132570
79,1,31,Y25_29,1,145634.5
79,1,31,Y30_34,3,153550.5
79,1,31,Y35_39,2,136767
79,1,31,Y40_44,3,84832
79,1,31,Y45_49,4,65176.5
79,1,31,Y50_54,3,52544
79,1,31,Y55_59,5,48744
79,1,31,Y60_64,13,50396
79,1,31,Y65_69,16,37109
79,1,31,Y70_74,17,22184.5
79,1,31,Y75_79,11,12478
79,1,31,Y80_84,7,5043
79,1,31,Y85ABO,4,2091.5
79,1,32,Y00_04,0,58164.5
79,1,32,Y05_09,0,72951.5
79,1,32,Y10_14,0,72043.5
79,1,32,Y15_19,0,63379.5
79,1,32,Y20_24,0,64496
79,1,32,Y25_29,0,64039
79,1,32,Y30_34,1,61522.5
79,1,32,Y35_39,0,53040
79,1,32,Y40_44,1,32615
79,1,32,Y45_49,1,25480.5
79,1,32,Y50_54,1,22357.5
79,1,32,Y55_59,0,26941
79,1,32,Y60_64,11,35945.5
79,1,32,Y65_69,10,23154
79,1,32,Y70_74,8,12667
79,1,32,Y75_79,6,6914
79,1,32,Y80_84,3,2709
79,1,32,Y85ABO,0,1173
79,1,33,Y00_04,0,17063
79,1,33,Y05_09,0,17359
79,1,33,Y10_14,0,17640.5
79,1,33,Y15_19,0,17147.5
79,1,33,Y20_24,0,19545.5
79,1,33,Y25_29,0,20442.5
79,1,33,Y30_34,0,16836
79,1,33,Y35_39,0,13181
79,1,33,Y40_44,0,8646.5
79,1,33,Y45_49,0,8398.5
79,1,33,Y50_54,1,8804
79,1,33,Y55_59,3,8645.5
79,1,33,Y60_64,4,8845.5
79,1,33,Y65_69,1,5983.5
79,1,33,Y70_74,1,3836.5
79,1,33,Y75_79,2,2439
79,1,33,Y80_84,0,1195
79,1,33,Y85ABO,0,612.5
79,1,34,Y00_04,0,18546.5
79,1,34,Y05_09,0,20312
79,1,34,Y10_14,0,21595
79,1,34,Y15_19,0,21195
79,1,34,Y20_24,0,24628
79,1,34,Y25_29,0,23596.5
79,1,34,Y30_34,0,19014.5
79,1,34,Y35_39,0,15729
79,1,34,Y40_44,1,10271.5
79,1,34,Y45_49,1,10564
79,1,34,Y50_54,0,11237
79,1,34,Y55_59,2,10591.5
79,1,34,Y60_64,1,10216.5
79,1,34,Y65_69,5,7083.5
79,1,34,Y70_74,3,4516.5
79,1,34,Y75_79,2,2872
79,1,34,Y80_84,2,1186
79,1,34,Y85ABO,1,430.5
79,1,35,Y00_04,0,23940
79,1,35,Y05_09,0,25558
79,1,35,Y10_14,0,25453
79,1,35,Y15_19,0,25720.5
79,1,35,Y20_24,0,28935
79,1,35,Y25_29,0,29716
79,1,35,Y30_34,0,24176.5
79,1,35,Y35_39,0,18964
79,1,35,Y40_44,1,12892.5
79,1,35,Y45_49,1,12589
79,1,35,Y50_54,1,13443.5
